Degree,Institution,Graduation Year,Experience (Companies),Skills
M.Tech,Townsend-Leon,2009,"Lewis, Jordan and Miller","Cybersecurity, AI, Web Development, Python, DevOps"
B.Sc,Herman-Gonzalez,2019,"Saunders LLC; Logan LLC; Cortez, Stafford and Rush","Python, AI, Cybersecurity, Web Development, Project Management"
B.Sc,"Evans, King and Harrison",2006,"Garcia, Cowan and Young; Dawson-Rivera","Python, Blockchain, AI, SQL, Machine Learning"
MBA,Fowler-Collins,2012,Ellis-Lewis; Hampton-Lam,"Deep Learning, Machine Learning, Cybersecurity, C++, SQL, Blockchain"
PhD,Cortez-Vang,2023,Underwood-Murphy; Horton-Fisher; Norris Ltd; Evans-Knight,"Blockchain, Deep Learning, Web Development, Project Management, Mobile Development"
B.Tech,"Gonzalez, Lewis and Bauer",2008,Hamilton-Johnson; Little-Hale,"AI, Machine Learning, Cloud Computing, Python, C++"
M.Tech,Henderson PLC,2005,"Clements and Sons; Sanchez and Sons; Sherman, Duncan and Mullins","Python, Java, Cloud Computing, Project Management, Data Analysis"
M.Sc,York-Adams,2004,"Villarreal, Aguirre and Faulkner; Carter-Fowler; Williams, Jones and Miller; Poole Group","Data Analysis, DevOps, Blockchain, Web Development"
PhD,"Mendoza, Banks and Baldwin",2007,Schwartz-Mercado,"Cybersecurity, Project Management, Data Analysis, AI, Python"
M.Tech,Schmitt PLC,2006,May-Ramsey,"Java, AI, Cybersecurity, Web Development"
M.Sc,Ross Ltd,2009,"Anderson, Moreno and Caldwell; Harris-Phillips; Washington, Oconnor and Horton; Yates, Carter and Kim","AI, Cybersecurity, Python, Mobile Development, Data Analysis, Web Development, Deep Learning"
Diploma,Hughes Group,2019,"Jensen, Houston and Martin","Blockchain, Cybersecurity, Deep Learning, Python"
MBA,"Dodson, Doyle and Fischer",2006,"Alexander Ltd; Levine, Holmes and Smith; Aguilar, Novak and Simon; Serrano-Carpenter","Web Development, Cloud Computing, Cybersecurity, Project Management, Python"
B.Tech,"Hill, Stewart and Vaughn",2007,"Cline, Huff and Taylor; Hill Group; Johnson, Martin and Tucker","Python, AI, Cloud Computing, Mobile Development, Data Analysis, Blockchain, Cybersecurity"
Diploma,Ayala-Howell,2003,"Fisher, Durham and Moreno; Stevens PLC; Jones, Sanchez and Larson","AI, Blockchain, C++, Cloud Computing"
B.Sc,Moreno PLC,2017,"Perez LLC; Esparza-Johnson; Smith-Wilson; Mason, Burton and Williams","Deep Learning, DevOps, AI, SQL, Mobile Development, Blockchain, Machine Learning"
Diploma,Grant-Flores,2016,Chan Inc; Mcdonald Group; Skinner Group; Stephens LLC,"Web Development, SQL, Mobile Development, Cybersecurity"
MBA,Wright-Lawson,2021,"Johnson, Davidson and Copeland; Henry, Davis and Burgess","SQL, DevOps, Cloud Computing, Blockchain, Python, Project Management"
B.Sc,Warren and Sons,2023,Rivera-Rodriguez,"Python, Deep Learning, Cloud Computing, Data Analysis, SQL, Web Development, DevOps"
PhD,Clark Group,2010,"Adams, Graves and Valentine; Wagner PLC; Jackson, Davis and Franklin; Frederick Group; Jones, Nichols and Murphy","C++, Data Analysis, Python, DevOps, SQL"
PhD,"Patterson, Cruz and Harper",2004,"Jones, Gomez and Singleton","Deep Learning, Java, Cloud Computing, Python, Mobile Development, SQL"
M.Sc,Martin-Hood,2022,"Martinez, Morton and Harper; Giles, Peterson and Cline; Butler-Murray; Gonzalez and Sons; Nolan-Harvey","Blockchain, Cloud Computing, Mobile Development, C++, Java"
B.Tech,Flowers LLC,2004,"Moore, Payne and Gomez; Yang-Kent; Spears, Guerrero and Adkins","Cybersecurity, Python, Deep Learning, Java, Blockchain, Data Analysis, Project Management"
M.Sc,"Allen, Peters and Ramos",2014,"Williams and Sons; Santana, Zhang and Smith; Bennett PLC","Project Management, SQL, Web Development, Cloud Computing, DevOps"
M.Tech,"Gill, Carlson and Stewart",2008,"King Group; Anderson-Allison; Foster-Martin; Torres, Nunez and Rogers","DevOps, Project Management, Python, Blockchain, AI"
Diploma,"Robinson, Smith and Schmidt",2016,"Ross, Pearson and Matthews","Web Development, Blockchain, C++, Deep Learning, DevOps, Cloud Computing, SQL"
Diploma,Leon and Sons,2006,"Tran-Roberts; Cameron, Zuniga and Davis; Mueller Group; Perkins, Paul and Mata","Project Management, Python, Blockchain, Cybersecurity, Web Development"
B.Sc,Terrell-Stone,2017,"Spencer-Rich; Murray, Allen and Cannon; Taylor-Booker","Python, Cloud Computing, DevOps, Project Management"
B.Tech,Bentley-Marsh,2024,"Burns LLC; Alvarez and Sons; Ali, Whitaker and Wood; Ellis-Cummings","SQL, Deep Learning, Blockchain, Cybersecurity"
B.Sc,"Scott, Thomas and Nelson",2014,"Martinez-Horn; Martinez Group; Rodriguez Inc; Henderson, Flores and Anderson","Deep Learning, Cybersecurity, Machine Learning, C++, Blockchain"
B.Tech,Hood-Best,2012,Chen-Rogers; Sampson Group; Fuller-Davis,"Java, Machine Learning, AI, Data Analysis, Python"
B.Sc,Brown Group,2020,"Campbell, Flores and Collins; White and Sons; Bush and Sons","Mobile Development, AI, Data Analysis, Cybersecurity, Web Development, Project Management, C++"
M.Sc,Lewis-Stewart,2020,"Morton-Bailey; Cruz, Delgado and Carter","Cloud Computing, Machine Learning, AI, Blockchain, DevOps"
M.Tech,"Daugherty, Thomas and Sherman",2016,"Butler, Smith and Gonzalez; Allen-Brown; Duran, Lucas and Rivera; Evans Group","Mobile Development, Java, DevOps, SQL, Project Management, Data Analysis"
MBA,Lee-Brown,2012,"Medina, Baxter and Rowland; Contreras-Adams","Deep Learning, AI, Python, Web Development, Machine Learning, Data Analysis, SQL"
B.Sc,Bradley Group,2009,"Mcdonald LLC; Johnson, Perez and Conway; Evans-Nunez; Walsh Ltd; Green-Murphy","C++, Cloud Computing, Deep Learning, DevOps, Python, Machine Learning, Data Analysis"
MBA,"Galvan, Harrison and Michael",2001,"Matthews, Murphy and Taylor; Robertson Inc; Black, Johnson and Washington","Project Management, Cloud Computing, Machine Learning, DevOps, Deep Learning, AI, SQL"
M.Sc,"Ross, Velasquez and Davis",2007,Berg-Burns,"Deep Learning, Cybersecurity, Java, Web Development, Python, Project Management"
MBA,"Garcia, Evans and Lewis",2006,Brock LLC; Humphrey PLC; Dean Ltd,"Project Management, DevOps, Python, Data Analysis, Web Development, Blockchain"
PhD,Flores Ltd,2006,"Coleman, James and Dominguez; Davis Group; Smith, Massey and Arias; Scott, Beasley and Francis","Deep Learning, Java, Web Development, C++, DevOps, Machine Learning"
M.Tech,Rodriguez LLC,2024,"Johnson, Mendoza and Medina","Mobile Development, Project Management, Cloud Computing, AI, C++, Python, SQL"
Diploma,Marquez PLC,2024,Dalton Ltd; Rivera Group,"Web Development, Cybersecurity, Data Analysis, SQL, Blockchain, Deep Learning, AI"
M.Tech,"Fischer, Rivers and Morse",2006,"May-Garcia; Sparks, Leonard and Alvarado; Lin, Robinson and Ballard; Ortega, Glass and Garcia","SQL, Python, Mobile Development, Machine Learning, Web Development, Java, Data Analysis"
B.Tech,"Miller, Diaz and Fisher",2021,"Rodriguez, Jarvis and Bradley; Tucker, Sanchez and Stevens; Garcia, Huber and Butler; Johnson-Wells; Smith, Eaton and Lowe","Project Management, AI, Machine Learning, C++, Blockchain"
B.Sc,"Morgan, Pruitt and Leonard",2021,Sanchez-Thomas; Wallace Inc,"Project Management, Mobile Development, Cloud Computing, Web Development, DevOps, C++, Blockchain"
Diploma,"Clark, Conway and Meyer",2012,"Hall-Reeves; Stephenson and Sons; Owens-Hull; Pugh, Pham and Mooney; Weber-Morris","Cybersecurity, Data Analysis, Java, Python, Blockchain"
Diploma,"Howard, Allen and Zhang",2009,"Brown PLC; King, Farrell and Turner; Baker, Robinson and Murphy; Martinez PLC","Deep Learning, Cloud Computing, Cybersecurity, Machine Learning, Blockchain, C++"
B.Sc,Campbell-Young,2019,"Cox Group; Sullivan, Tran and Yoder; Atkins, Newton and Rodriguez; Manning, Turner and Russell; Lambert PLC","Cybersecurity, Data Analysis, AI, Project Management, SQL, Deep Learning, DevOps"
PhD,Moore Ltd,2007,"Meyers-Baldwin; Green, Sharp and Robles; Lambert Group","C++, Deep Learning, Java, Web Development, Mobile Development, DevOps, SQL"
MBA,Lopez-Gonzalez,2004,Baker-Galvan; Jones-Rose; Johnson Inc; Alexander LLC,"SQL, Data Analysis, Cybersecurity, C++, DevOps"
M.Sc,Brown-Hodge,2018,"Taylor-Flores; Oliver, Carr and Washington; Dorsey, Murphy and Smith","Python, C++, DevOps, Mobile Development, Deep Learning"
M.Tech,Tucker Ltd,2017,"Williamson-Graham; Dennis, Villa and Lang; Gutierrez, Robinson and Johnson; Cunningham PLC","Cybersecurity, AI, Data Analysis, Web Development, C++"
M.Sc,Sanchez-Martin,2011,"Reynolds, Mcbride and Lopez; Allen Inc; Myers Ltd","Mobile Development, Project Management, Web Development, Python, Cybersecurity, Deep Learning, Data Analysis"
PhD,Rogers-Terrell,2008,"Cox Group; Sparks, Lopez and Williams","Project Management, Blockchain, Data Analysis, Python, Java"
B.Tech,Luna Ltd,2003,Mcdonald LLC; Cervantes LLC; Brown-Nunez,"Blockchain, Python, Cybersecurity, Mobile Development"
Diploma,Hess Inc,2002,"Mclaughlin-Thomas; Wells-Wilson; Walker-Wallace; Henderson Inc; Sparks, Sanchez and Guerrero","Machine Learning, Data Analysis, DevOps, Project Management, Blockchain, AI"
PhD,Washington LLC,2002,"Johnson Inc; Richardson, Wagner and Williams; Jones, Romero and Obrien; Smith-Martinez","Project Management, Mobile Development, C++, AI, Machine Learning"
M.Tech,Lopez-Carlson,2008,"Vargas-Franklin; Montgomery-Walters; Brown, Gates and Rodgers","DevOps, Blockchain, Java, Deep Learning, Python"
Diploma,Fuller-Perez,2010,Chen Inc; Coleman-Sanders; Miller and Sons; Burns Ltd,"Deep Learning, SQL, C++, Cloud Computing, Blockchain, DevOps"
B.Sc,Henderson-Thornton,2011,"Summers and Sons; Calhoun Ltd; Davidson Ltd; Hicks, Boyd and Dixon","Mobile Development, Java, Data Analysis, Web Development, Cloud Computing, Python"
M.Sc,Doyle and Sons,2003,"Delgado, Smith and Payne; Chapman Group; Cox-Burnett","Python, SQL, Project Management, Data Analysis, Cloud Computing, Web Development"
PhD,Kane-Gibson,2007,"Pierce, Guzman and Graham; Parker-Meyers; Schmidt Group; Young, Long and Moore; Watts LLC","Data Analysis, SQL, Cybersecurity, Python, DevOps, Java, Project Management"
Diploma,"Nelson, Hamilton and Hendricks",2022,Salas-Harris; Schwartz Ltd,"Machine Learning, Cybersecurity, Python, Java, AI, DevOps, Deep Learning"
B.Sc,"Tran, Davis and Wilson",2004,"Brown LLC; Morton-Hawkins; Perkins-West; Nelson, Pittman and Roberts","Java, Cybersecurity, Blockchain, Data Analysis, AI, Project Management, Cloud Computing"
Diploma,Anderson-Williams,2012,Allen Group,"Web Development, Mobile Development, Project Management, AI, Python, Data Analysis"
Diploma,Kelly-Frazier,2009,"Young, Jenkins and Walker; Robinson-Walker; Clark-Francis; Mcdonald, Good and Armstrong; Blair Ltd","C++, Mobile Development, Java, Machine Learning, Cybersecurity, AI, Project Management"
Diploma,Rogers Ltd,2011,"Anderson-Oconnell; Caldwell-Carlson; Marshall, Barber and Espinoza; Bishop PLC","Machine Learning, Python, SQL, DevOps, Java"
MBA,"Hernandez, Webb and Farrell",2008,Sanchez PLC; Martin Group; Moss-Nguyen; Powell Ltd,"Project Management, Mobile Development, DevOps, Cloud Computing, Java, Python, Data Analysis"
B.Tech,Ford-Baker,2004,"Henry-Foster; Huerta, Ayala and Rios; Johnson, Bowen and Case; Shea Group; Brock, Matthews and Young","Python, AI, Cybersecurity, Deep Learning, Web Development, Cloud Computing"
M.Sc,Sanders-Carpenter,2000,"Brown, Wagner and Hawkins; Herrera-James","C++, Cybersecurity, Web Development, DevOps"
PhD,"Evans, Love and Gonzalez",2000,"Jackson-Shepard; Ruiz Group; Santos, Giles and Jenkins; Warren Group; Wade, Knight and Walker","Web Development, C++, Blockchain, Java, AI, SQL, Machine Learning"
PhD,Soto Group,2004,"Rivera-Petty; Jones, Preston and Cook; Jackson-Solomon; Greene-Morris; Smith Ltd","Data Analysis, Project Management, Python, Blockchain, Deep Learning, Java"
B.Sc,"Thomas, Young and Ingram",2002,"Yang-Smith; Johnson Inc; Brooks, Smith and Smith; Perry LLC","Machine Learning, C++, SQL, Project Management, Mobile Development, Blockchain, Python"
B.Tech,Martin and Sons,2019,Berry-Vazquez,"Data Analysis, Cloud Computing, Project Management, Python, Cybersecurity"
M.Tech,Hamilton-Harrell,2017,"Norton, Harris and Medina","Cloud Computing, Cybersecurity, Machine Learning, Data Analysis, Blockchain"
MBA,"Russell, Ward and Barnes",2002,Herrera Inc,"SQL, Python, Web Development, Deep Learning, Mobile Development, Data Analysis"
MBA,King LLC,2024,"Solomon Inc; Caldwell, Knox and Hawkins","AI, Cloud Computing, Java, Blockchain, Web Development, Data Analysis, Cybersecurity"
Diploma,Jones-Ball,2012,"Waller, Nicholson and Hall; Price, Horton and King","Data Analysis, Blockchain, Machine Learning, Python, AI"
M.Tech,Mckee-Evans,2005,Maldonado Ltd; Smith Ltd; Decker Ltd; Peterson PLC,"Java, SQL, AI, Mobile Development"
M.Tech,"Jackson, Harris and Scott",2013,Thompson-Glass,"AI, SQL, Project Management, Web Development, Python"
Diploma,Simpson-Palmer,2023,"Perkins, Mitchell and Montgomery; Robinson, Rocha and Garner","Cloud Computing, Java, Web Development, SQL, Project Management"
B.Tech,Higgins-Figueroa,2017,Shields-Tran; Lopez-Harris; Hester Inc; Cunningham Group,"Python, Deep Learning, Web Development, Data Analysis, Blockchain"
B.Tech,Sloan and Sons,2008,Anderson-Morris; Chambers-Smith; Evans LLC; Luna-Ramirez,"Machine Learning, DevOps, Deep Learning, Data Analysis"
MBA,"Montgomery, Pittman and Martin",2011,"Watson, Fry and Bailey; Dominguez-Oneal","DevOps, Cybersecurity, Machine Learning, SQL, AI, Python"
MBA,Ritter-Fowler,2003,Mccormick-Taylor; Kelly PLC,"Project Management, Machine Learning, AI, Deep Learning, Cloud Computing, Web Development, Cybersecurity"
PhD,Dean Inc,2017,Swanson PLC,"Mobile Development, AI, Cloud Computing, Python"
Diploma,Thomas-Dixon,2007,"Baxter, Rangel and Delacruz","Java, Machine Learning, Cybersecurity, AI, SQL, DevOps, C++"
B.Tech,"Campos, Smith and Clark",2005,"Mcclain-Winters; Mann, George and Rodriguez; Thomas and Sons","DevOps, Java, AI, Machine Learning, Cloud Computing, SQL, Data Analysis"
B.Tech,Bennett and Sons,2020,"Miller, Martinez and Butler; Smith, Smith and Mcconnell; Brown, Johnson and Johnson; Price, Boone and Evans","Deep Learning, Python, Cloud Computing, Project Management, Cybersecurity, AI, C++"
Diploma,Ward and Sons,2021,Carpenter Ltd,"Python, Cybersecurity, AI, Data Analysis, Mobile Development"
PhD,"Johnson, Crawford and Butler",2002,Sanchez Group; Stanley LLC,"Python, Deep Learning, SQL, Machine Learning, Project Management, DevOps"
MBA,"Chang, Rodriguez and Allen",2023,Cardenas Ltd; Pruitt Ltd; Boyd LLC; Hawkins Ltd,"SQL, Blockchain, C++, Mobile Development, AI"
M.Tech,Anderson-Lopez,2017,Smith-Robles,"Data Analysis, Cybersecurity, C++, Cloud Computing, Python, Java, Web Development"
Diploma,"Nielsen, Calhoun and Bowman",2000,"Bernard-White; Castro LLC; Bryant, Jones and Choi; Ballard, Benjamin and White","Blockchain, Cloud Computing, DevOps, Data Analysis, Python, C++"
MBA,York-Spencer,2015,"Williams Ltd; Clark-Walters; Simmons-Martin; Spencer, Wilson and Kaiser; Cunningham Group","Project Management, DevOps, Blockchain, AI"
Diploma,Harrington Group,2021,"Oneal, Cardenas and Flores; Snyder-Simmons; Coleman and Sons; Perez-Medina","Web Development, Cloud Computing, Data Analysis, Deep Learning"
PhD,Gordon-Collins,2015,"Hahn and Sons; Dixon, Foster and Ferguson","Deep Learning, SQL, Project Management, Cybersecurity, Blockchain, Machine Learning"
M.Sc,"Mueller, Jones and Cook",2023,Weiss-Fischer,"Blockchain, DevOps, Machine Learning, Java, Project Management, Python"
M.Sc,"Jones, Reynolds and Stewart",2006,Glover-May,"Python, Data Analysis, C++, Mobile Development, Cybersecurity"
B.Sc,"Foster, Smith and Roberson",2004,Hoffman and Sons,"Machine Learning, Web Development, Mobile Development, SQL, Data Analysis, Project Management, Cloud Computing"
B.Sc,"Schaefer, Mcclain and Jones",2022,"Scott-Fisher; Wood-Franco; Blackwell, Reeves and Taylor; Powell-Gould; Stephens, Welch and Garcia","AI, DevOps, Blockchain, Cybersecurity"
M.Tech,"Kelly, Nguyen and Lewis",2024,Rodriguez-White,"Project Management, Machine Learning, Cybersecurity, Web Development"
B.Sc,Mitchell-Lewis,2002,"Frost, Barber and Hubbard; Taylor, Harvey and Huerta; Rivera Ltd; Powell-Myers; Saunders PLC","Web Development, C++, Cloud Computing, Deep Learning"
PhD,Carlson-Combs,2021,Thomas-Riley; Clark-Mccormick,"Blockchain, Mobile Development, Web Development, Deep Learning"
PhD,Mclaughlin-Perry,2012,"Davis, Rodriguez and Martin","Blockchain, Deep Learning, Java, Project Management, Web Development, SQL, C++"
MBA,Reyes Ltd,2013,Juarez-Jones; Jennings Inc; Garza Inc; Davis Group; Alvarez-Waller,"Cybersecurity, Web Development, DevOps, Machine Learning"
B.Sc,Clark-Long,2019,Graham Group; Baldwin Ltd; Fowler Inc,"Blockchain, Machine Learning, Cybersecurity, Mobile Development, SQL"
M.Tech,Boone-Russell,2016,"Fisher, Higgins and Gonzalez; Alexander, Davis and Garza","Python, Machine Learning, Cloud Computing, AI, Project Management, Data Analysis, Blockchain"
MBA,"Andrews, Horton and Taylor",2003,"Swanson, Taylor and Roberts; Mosley Ltd; Obrien Ltd; Potter LLC; Jones, Hurley and Walker","Mobile Development, AI, Cybersecurity, SQL"
M.Tech,"Robinson, Eaton and Collins",2023,"Miller-Haynes; Gray, Jones and Duffy; Stewart-Johnson; Johnson, Freeman and Robinson","Cloud Computing, SQL, Blockchain, Web Development"
Diploma,Campbell-Keith,2014,Clark Group; Cantrell-Murphy; Castillo Inc; Patel-Logan,"Web Development, Deep Learning, Blockchain, DevOps"
M.Sc,Graves-Rhodes,2023,"Garcia PLC; Fox, Jackson and Hogan; Paul and Sons; Newman, Roberts and Sandoval","AI, Python, Cloud Computing, Project Management"
M.Tech,Williamson PLC,2023,Thompson Ltd; Flores-Ruiz,"Machine Learning, Java, Deep Learning, Blockchain"
PhD,Davis-Benson,2013,"Jennings PLC; Leonard, Williams and Duke; Holmes, Patterson and Montes; Thomas PLC","DevOps, Mobile Development, Data Analysis, Machine Learning"
B.Tech,Price-Bailey,2021,Nelson-Kelly,"Python, DevOps, Cloud Computing, AI, SQL, Mobile Development, Machine Learning"
M.Sc,"Jenkins, Webb and Thomas",2016,"Cline, Burke and Cobb; Klein Group; Medina Inc; English, Davis and Rice","Data Analysis, Blockchain, DevOps, SQL, Java"
MBA,"Pratt, Soto and Parker",2007,"Morales, Neal and Lee; Logan, Kelly and Hensley; Clayton, Mills and Taylor; Gallagher, Stevens and Clark","Mobile Development, Cybersecurity, Deep Learning, DevOps, Data Analysis, Web Development"
B.Sc,"Chapman, Duncan and Vazquez",2022,"Garrett-Mcdonald; Holland, Ball and Rivera; Ortiz-Greene; Kelly PLC; Collins-Gonzalez","Data Analysis, Cybersecurity, Mobile Development, Blockchain, C++, AI"
PhD,"Vasquez, Salazar and Michael",2006,"Gross Group; Brown-Carr; Clark, Sparks and Barrett; Martin Group","SQL, Deep Learning, AI, Python"
MBA,"Larson, Le and Williams",2013,"Carroll Ltd; Kennedy-Boyd; Edwards, Finley and Mcpherson; Acevedo-Miller; Wagner-White","Mobile Development, Java, Blockchain, Project Management"
